Install_Dates,campaign_id,Country,installs,spends
2020-04-25,792342,AR,0.0,0.04
2020-04-12,787935,GE,153.0,11.88
2020-04-06,787274,DE,91.0,40.05
2020-04-07,791631,US,77.0,71.71
2020-04-27,794235,DO,4.0,0.02
2020-03-21,93101,KR,4.0,0.59
2020-05-03,90619,DE,28.0,16.12
2020-03-28,22083,FR,0.0,0.25
2020-04-07,89917,AU,0.0,0.2
2020-03-29,96175,GE,1.0,0.05
2020-04-26,791872,US,1.0,2.27
2020-04-13,790778,UA,326.0,36.08
2020-05-05,788298,IT,174.0,25.58
2020-04-04,94692,UA,166.0,54.19
2020-05-15,792410,CG,1.0,0.04
2020-03-27,19115,NO,3.0,1.55
2020-03-22,90619,DK,2.0,0.69
2020-03-20,19115,FI,2.0,0.38
2020-03-24,158583,KR,20.0,8.4
2020-05-14,19115,SE,6.0,3.16
2020-04-02,803287,CA,2.0,1.33
2020-04-04,789016,NO,40.0,9.45
2020-03-30,790629,SK,60.0,4.2
2020-03-21,19115,ES,28.0,5.82
2020-04-22,787481,DE,6.0,2.62
2020-05-05,790592,SK,1.0,0.17
2020-04-04,803287,BE,3.0,1.51
2020-05-10,90039,BE,9.0,7.08
2020-03-23,790523,RU,909.0,86.47
2020-05-05,19115,KR,2.0,1.86
2020-04-28,792410,VN,534.0,13.58
2020-05-13,794235,BG,7.0,0.06
2020-04-07,159854,UK,9.0,4.61
2020-05-12,794235,LB,40.0,0.2
2020-04-12,22083,RU,32.0,2.01
2020-04-30,789909,RU,229.0,33.34
2020-04-11,788454,JP,1.0,0.24
2020-04-22,159253,DK,4.0,1.88
2020-04-22,787170,CZ,60.0,9.97
2020-03-22,19115,DE,64.0,48.39
2020-04-27,22083,BR,1.0,0.97
2020-05-13,794235,AO,2.0,0.02
2020-04-17,788445,JP,1.0,1.25
2020-04-06,91502,FI,4.0,0.48
2020-04-24,19115,PL,150.0,50.28
2020-05-13,794235,MT,1.0,0.01
2020-04-16,90133,BY,32.0,0.38
2020-03-25,791927,US,11.0,4.77
2020-04-23,160483,TW,30.0,23.53
2020-03-26,158583,DK,0.0,0.18
2020-04-21,788931,MD,2.0,0.26
2020-04-06,803170,RU,1.0,0.88
2020-04-12,92368,HK,0.0,0.11
2020-04-15,790437,RU,4.0,0.58
2020-04-11,19115,HU,27.0,2.59
2020-04-04,159253,DE,25.0,11.27
2020-05-03,19115,DK,3.0,0.75
2020-05-05,19115,IT,5.0,0.85
2020-05-04,94628,TW,12.0,16.7
2020-04-24,786589,BR,2.0,0.12
2020-04-05,791763,US,72.0,48.45
2020-05-10,95842,US,7.0,2.52
2020-03-26,19115,CH,1.0,0.58
2020-05-12,789616,RU,445.0,68.91
2020-04-10,19115,IS,3.0,0.34
2020-05-04,92607,IT,102.0,33.92
2020-03-26,19115,AT,7.0,4.7
2020-04-30,789528,RO,1.0,0.28
2020-04-06,788019,GE,36.0,1.07
2020-05-06,19115,HR,4.0,0.62
2020-03-26,96175,UZ,57.0,0.81
2020-04-27,93806,PL,140.0,71.84
2020-04-01,161271,UA,126.0,8.81
2020-04-22,794235,LY,12.0,0.06
2020-05-18,792410,MX,25.0,0.52
2020-04-11,19115,FR,17.0,10.44
2020-04-19,786565,AU,1.0,0.8
2020-04-20,93761,NZ,0.0,1.21
2020-04-15,95525,UK,14.0,7.18
2020-04-21,91461,FI,12.0,8.06
2020-04-30,794235,TN,15.0,0.08
2020-04-14,19115,US,20.0,37.19
2020-04-18,19115,NZ,1.0,0.4
2020-04-06,19115,BE,10.0,2.45
2020-05-01,22083,UNKNOWN,0.0,16.25
2020-05-16,160845,RU,2004.0,448.94
2020-03-28,788390,IT,4.0,0.17
2020-05-05,789721,RU,1613.0,294.69
2020-04-16,159253,AT,1.0,0.24
2020-04-01,19115,RU,1253.0,274.27
2020-04-27,788636,KZ,40.0,3.86
2020-04-08,19115,CA,2.0,1.34
2020-05-11,159854,IT,11.0,1.73
2020-04-25,22083,KR,0.0,2.08
2020-03-30,92926,KR,23.0,43.41
2020-05-07,794235,BD,42.0,0.23
2020-04-18,161569,US,14.0,8.27
2020-04-15,790424,RU,3.0,0.86
2020-03-29,19115,UA,176.0,36.55
2020-04-09,19115,JP,2.0,0.6
2020-05-05,91872,FR,19.0,20.96
2020-05-10,794235,LA,4.0,0.02
2020-05-16,19115,HK,2.0,2.61
2020-05-04,794235,PK,107.0,0.54
2020-04-02,803287,DE,8.0,7.54
2020-04-30,90619,AT,3.0,6.05
2020-04-12,90570,CZ,39.0,11.51
2020-03-30,158780,RS,1.0,0.03
2020-04-13,92708,JP,2.0,13.31
2020-03-19,22083,DE,0.0,0.24
2020-05-13,794235,EC,13.0,0.08
2020-03-23,158583,HK,2.0,0.75
2020-04-22,794235,KG,8.0,0.04
2020-03-27,92492,HR,10.0,0.18
2020-05-13,792410,TR,16.0,0.36
2020-04-11,791401,UA,201.0,10.07
2020-03-30,788583,KR,60.0,18.0
2020-04-07,95659,US,38.0,62.48
2020-04-17,788248,IN,0.0,9.11
2020-04-29,794235,BO,7.0,0.04
2020-05-08,794235,LK,3.0,0.02
2020-05-10,22083,IT,5.0,3.74
2020-04-01,19115,UK,10.0,4.49
2020-04-21,794235,UY,2.0,0.01
2020-04-11,93399,NL,17.0,16.63
2020-04-07,98067,RU,9.0,1.0
2020-04-11,160483,KR,64.0,56.27
2020-05-16,19115,IE,2.0,3.37
2020-04-15,788894,LV,20.0,1.5
2020-04-10,787847,FR,1.0,0.11
2020-04-28,794235,MN,1.0,0.01
2020-04-30,93619,NO,12.0,15.68
2020-04-10,791300,UA,7.0,0.3
2020-04-27,94248,QA,1.0,0.1
2020-04-25,791455,UA,28.0,5.6
2020-04-23,794235,GT,7.0,0.03
2020-04-14,22083,FR,0.0,0.34
2020-04-18,90619,DE,51.0,31.68
2020-05-17,790465,RU,1.0,0.18
2020-04-07,93101,KR,11.0,0.6
2020-04-23,92607,UN,0.0,0.01
2020-05-01,93027,KR,10.0,12.58
2020-04-26,95040,UA,160.0,43.95
2020-05-03,792410,AR,279.0,5.76
2020-05-08,791179,UA,9.0,3.97
2020-05-06,788709,KZ,7.0,0.67
2020-03-22,96018,US,28.0,3.58
2020-04-30,160483,JP,13.0,8.74
2020-05-18,790728,UA,228.0,26.5
2020-04-13,19115,CZ,12.0,1.91
2020-04-13,786995,CH,72.0,55.94
2020-05-07,794235,MM,19.0,0.1
2020-04-17,19115,RO,6.0,2.27
2020-05-02,788127,IN,7.0,0.3
2020-04-21,90375,CH,8.0,12.35
2020-04-07,792136,US,2.0,1.6
2020-05-15,789909,RU,6.0,0.79
2020-03-26,22083,RU,0.0,0.73
2020-03-25,788454,JP,7.0,1.75
2020-05-10,794235,BF,2.0,0.01
2020-04-27,794235,LB,35.0,0.18
2020-03-21,159854,UK,9.0,2.94
2020-04-24,790678,TW,30.0,17.96
2020-05-13,792410,VN,37.0,0.74
2020-04-20,19115,KR,1.0,1.49
2020-04-25,90039,BE,16.0,17.0
2020-03-29,95842,UN,0.0,0.04
2020-04-20,790592,SK,106.0,23.65
2020-04-07,19115,ES,41.0,4.96
2020-04-16,791542,UK,162.0,62.34
2020-05-16,794235,TT,2.0,0.01
2020-03-18,789016,NO,1.0,0.12
2020-04-09,789505,PL,1.0,0.2
2020-04-06,19115,FI,5.0,1.28
2020-04-29,19115,SE,2.0,2.76
2020-04-13,19115,NO,1.0,0.43
2020-04-08,90619,DK,3.0,0.75
2020-04-20,788298,IT,3.0,0.5
2020-04-30,792410,CG,14.0,0.28
2020-03-18,94692,UA,10.0,3.21
2020-03-25,161666,RO,9.0,0.54
2020-03-26,158780,BR,32.0,4.95
2020-03-30,90133,BY,34.0,0.67
2020-04-04,94296,SE,6.0,7.96
2020-04-14,94033,PL,55.0,22.34
2020-05-09,19115,PL,80.0,44.2
2020-03-20,91502,FI,11.0,0.94
2020-03-18,19115,PH,32.0,4.28
2020-04-30,791951,US,1.0,0.32
2020-05-14,794235,GM,1.0,0.01
2020-05-12,22083,BR,1.0,0.24
2020-04-08,19115,DE,135.0,90.29
2020-04-04,788437,JP,6.0,6.85
2020-04-07,787733,FR,94.0,18.38
2020-04-23,790034,RU,390.0,47.03
2020-05-07,787170,CZ,1.0,0.25
2020-04-12,19115,CH,3.0,1.64
2020-04-25,95842,US,26.0,39.65
2020-04-27,789616,RU,46.0,8.07
2020-05-08,789436,PL,5.0,1.36
2020-04-19,94628,TW,2.0,11.28
2020-04-12,92412,HR,19.0,10.7
2020-04-20,19115,IT,9.0,2.55
2020-04-18,19115,DK,13.0,5.17
2020-03-25,19115,HU,20.0,2.95
2020-04-23,788531,KR,2.0,3.92
2020-04-01,788794,KZ,410.0,20.5
2020-04-14,93687,NZ,4.0,9.57
2020-04-22,790549,RU,80.0,4.68
2020-04-18,92440,HR,20.0,9.81
2020-04-28,788078,ID,8.0,0.21
2020-03-20,803170,RU,39.0,32.41
2020-05-08,160483,TW,11.0,7.75
2020-03-25,158780,MY,19.0,2.47
2020-05-16,794235,TN,37.0,0.3
2020-05-05,93761,NZ,4.0,8.3
2020-03-25,788982,MX,188.0,5.63
2020-05-13,791854,US,34.0,99.5
2020-03-25,19115,FR,103.0,53.66
2020-04-07,92847,JP,1.0,7.22
2020-05-02,792410,MX,48.0,0.94
2020-05-12,791156,UA,36.0,22.59
2020-03-21,158519,RU,305.0,20.56
2020-03-25,90430,CH,4.0,0.33
2020-03-20,787907,UK,13.0,1.69
2020-04-17,161271,UA,83.0,6.57
2020-05-07,794235,LY,14.0,0.08
2020-05-12,93806,PL,201.0,100.78
2020-04-21,19115,HR,1.0,0.24
2020-04-12,19115,AT,5.0,7.31
2020-03-23,19115,AU,1.0,0.32
2020-04-19,92607,IT,36.0,41.99
2020-04-16,92926,KR,8.0,26.31
2020-04-21,790003,RU,11.0,1.89
2020-05-10,22083,KR,0.0,0.8
2020-04-26,159854,IT,5.0,0.5
2020-03-22,19115,CA,3.0,1.76
2020-03-26,158583,NZ,3.0,1.5
2020-04-17,19115,RU,289.0,61.9
2020-05-12,788636,KZ,1.0,0.04
2020-03-23,158780,IL,1.0,0.1
2020-03-30,19115,TW,14.0,19.63
2020-03-30,159253,AT,1.0,0.24
2020-04-20,789721,RU,586.0,102.78
2020-04-30,160845,RU,2826.0,563.1
2020-04-04,90464,CZ,62.0,40.2
2020-04-11,786714,BY,261.0,24.36
2020-03-20,19115,BE,5.0,1.4
2020-05-14,22083,UNKNOWN,0.0,18.56
2020-03-28,19115,US,24.0,34.56
2020-04-09,791951,US,1.0,0.32
2020-04-17,786357,AE,0.0,0.07
2020-05-18,91502,FI,25.0,2.82
2020-03-20,95394,UA,90.0,0.98
2020-04-29,22083,NL,3.0,2.15
2020-04-16,790034,RU,384.0,48.78
2020-04-16,22083,UNKNOWN,0.0,5.02
2020-05-01,787733,FR,5.0,1.25
2020-04-01,159253,DK,3.0,0.38
2020-04-30,19115,DE,54.0,37.88
2020-04-06,90464,UN,0.0,0.04
2020-03-26,161666,TH,29.0,2.32
2020-05-11,159854,FR,33.0,17.75
2020-05-08,90133,BY,22.0,0.42
2020-04-25,794235,LT,2.0,0.01
2020-03-29,19115,PL,33.0,6.9
2020-03-20,91343,DK,0.0,0.05
2020-05-12,22083,JP,4.0,0.6
2020-04-03,803287,BR,3.0,0.88
2020-05-04,92368,HK,1.0,0.36
2020-04-17,790549,RU,285.0,19.44
2020-04-08,92097,FR,0.0,0.46
2020-04-13,92440,HR,2.0,0.69
2020-04-25,93687,NZ,2.0,4.6
2020-04-16,788531,KR,9.0,14.83
2020-03-18,92193,FR,15.0,0.79
2020-04-11,786671,BR,67.0,2.67
2020-03-30,160483,TW,8.0,2.85
2020-05-18,803170,RU,267.0,143.24
2020-03-25,803588,RU,339.0,27.6
2020-04-06,93261,KZ,13.0,3.64
2020-04-12,94628,TW,0.0,1.05
2020-04-19,22083,UK,2.0,5.27
2020-04-11,19115,IT,21.0,2.54
2020-04-19,19115,CH,2.0,2.57
2020-04-14,95842,US,6.0,2.13
2020-05-11,791763,US,82.0,58.54
2020-05-12,159253,DE,9.0,2.36
2020-05-05,19115,HU,10.0,2.32
2020-05-14,794235,BZ,1.0,0.01
2020-05-18,794235,SO,12.0,0.1
2020-04-13,19115,DK,3.0,0.91
2020-04-05,19115,QA,1.0,0.11
2020-04-10,19115,HR,7.0,0.77
2020-04-22,161271,UA,82.0,3.44
2020-04-12,92607,IT,12.0,2.07
2020-04-10,803472,US,45.0,44.0
2020-05-05,794235,TJ,3.0,0.02
2020-03-24,158583,FR,8.0,2.55
2020-04-09,788044,HR,2.0,0.31
2020-04-19,19115,AT,2.0,0.84
2020-05-01,92847,JP,11.0,30.41
2020-05-04,792410,GE,11.0,0.22
2020-04-27,794235,DZ,46.0,0.23
2020-05-05,19115,FR,7.0,1.3
2020-04-20,786714,BY,721.0,94.61
2020-04-08,160845,RU,2087.0,305.73
2020-05-10,19115,US,17.0,39.66
2020-05-18,19115,BE,9.0,4.19
2020-04-09,95464,UK,18.0,24.57
2020-03-27,19115,NZ,3.0,3.49
2020-05-13,794235,NI,9.0,0.07
2020-05-15,788839,LV,1.0,0.2
2020-04-23,792342,AM,0.0,0.02
2020-05-14,792410,PY,3.0,0.05
2020-05-13,794235,BR,1.0,0.01
2020-03-29,161666,ID,8.0,0.18
2020-04-20,792410,AM,52.0,0.74
2020-04-28,786530,AU,2.0,1.07
2020-03-24,158780,ES,1.0,0.05
2020-04-22,19115,RU,342.0,78.7
2020-05-07,794235,IN,9.0,0.06
2020-03-29,158583,US,0.0,0.25
2020-05-08,19115,TW,2.0,1.08
2020-03-21,158583,BE,15.0,3.75
2020-03-22,792160,UZ,60.0,0.63
2020-05-04,22083,SA,2.0,0.17
2020-03-19,788206,IN,236.0,1.89
2020-05-11,22083,DE,3.0,4.31
2020-03-28,787456,DE,3.0,0.26
2020-04-18,92708,JP,8.0,40.69
2020-05-13,794235,AZ,10.0,0.07
2020-04-29,789470,PL,1.0,0.1
2020-04-24,794235,BA,4.0,0.02
2020-05-18,789259,PL,180.0,32.12
2020-03-25,91872,FR,3.0,0.7
2020-05-09,19115,UA,88.0,16.85
2020-03-22,19115,HK,3.0,1.38
2020-03-19,789083,PH,8.0,0.21
2020-03-25,93355,LT,4.0,0.08
2020-04-13,161569,US,105.0,72.08
2020-03-21,161666,QA,1.0,0.12
2020-04-12,787687,DK,1.0,0.5
2020-05-13,794235,MA,32.0,0.24
2020-04-09,90619,AT,1.0,0.47
2020-05-08,794235,EG,20.0,0.1
2020-04-20,93399,NL,36.0,22.78
2020-04-19,793773,KG,0.0,0.04
2020-04-21,787847,FR,0.0,0.11
2020-04-21,791300,UA,5.0,0.21
2020-04-29,787112,CL,240.0,26.33
2020-04-20,160483,KR,19.0,22.61
2020-05-15,794235,PE,3.0,0.03
2020-05-18,94157,QA,12.0,4.09
2020-05-01,95659,US,20.0,61.73
2020-04-22,788248,IN,0.0,8.99
2020-04-24,794235,CO,1.0,0.01
2020-04-13,790391,RU,0.0,0.19
2020-05-07,794235,KH,5.0,0.02
2020-04-21,94342,SE,6.0,3.2
2020-04-03,93295,KZ,0.0,0.02
2020-05-07,22083,CH,0.0,1.92
2020-05-07,19115,UK,2.0,1.72
2020-04-09,160483,JP,16.0,8.48
2020-05-12,803255,UA,4.0,0.88
2020-04-06,788127,IN,8.0,0.3
2020-05-09,792410,UZ,205.0,4.99
2020-04-10,90375,CH,0.0,0.18
2020-04-22,19115,RO,6.0,0.74
2020-05-01,794235,VE,29.0,0.15
2020-04-18,19115,CZ,8.0,4.25
2020-04-18,786995,CH,62.0,63.87
2020-04-15,786843,BY,374.0,19.37
2020-04-14,791455,UA,71.0,14.6
2020-04-23,794235,CM,2.0,0.01
2020-04-25,22083,FR,6.0,2.95
2020-04-04,94248,QA,0.0,0.01
2020-04-07,93027,KR,1.0,0.26
2020-04-05,95040,UA,33.0,5.19
2020-05-01,93101,KR,3.0,0.48
2020-04-13,90619,DE,45.0,33.59
2020-05-17,791631,US,5.0,3.95
2020-05-18,787274,DE,5.0,1.85
2020-05-04,787935,GE,186.0,15.65
2020-05-05,794235,YE,4.0,0.02
2020-04-23,791542,UK,53.0,22.07
2020-04-20,22083,US,3.0,17.67
2020-05-01,19115,ES,39.0,7.07
2020-05-02,789292,PL,117.0,32.02
2020-05-12,94692,UA,187.0,54.57
2020-04-12,787088,CH,15.0,3.75
2020-04-11,788298,IT,214.0,36.75
2020-04-21,792342,PH,0.0,0.02
2020-05-03,790778,UA,611.0,73.53
2020-04-09,786627,BR,2.0,0.13
2020-04-04,89985,BE,21.0,12.66
2020-04-09,789050,NZ,9.0,1.35
2020-04-01,789602,RU,0.0,433.8622
2020-04-02,19115,SE,4.0,5.52
2020-04-22,792410,PH,5.0,0.06
2020-05-02,19115,FI,3.0,1.45
2020-04-30,90619,DK,2.0,0.18
2020-04-18,19115,NO,1.0,1.99
2020-05-17,159854,UK,43.0,19.14
2020-04-15,790678,TW,43.0,25.68
2020-04-26,22083,CA,5.0,3.66
2020-05-04,22083,RU,42.0,167.14
2020-04-18,22083,TW,14.0,1.67
2020-04-11,790592,SK,98.0,15.15
2020-05-17,794235,RS,20.0,0.14
2020-04-01,787481,DE,133.0,50.49
2020-04-18,793773,GT,0.0,0.03
2020-04-11,19115,KR,9.0,5.73
2020-04-14,90039,BE,4.0,0.8
2020-04-02,788948,MD,25.0,0.75
2020-03-23,158583,DE,11.0,3.3
2020-04-27,22083,JP,2.0,0.7
2020-03-19,90262,CA,8.0,0.59
2020-04-15,19115,PL,38.0,7.05
2020-03-24,161666,PT,21.0,1.68
2020-04-23,90133,BY,63.0,0.59
2020-05-15,794235,UG,3.0,0.02
2020-04-26,159854,FR,8.0,1.77
2020-03-20,90464,UN,0.0,0.02
2020-05-16,19115,DE,14.0,14.17
2020-03-30,790034,RU,3363.0,488.04
2020-04-17,787170,CZ,224.0,43.91
2020-05-14,22083,NL,3.0,1.68
2020-03-23,791951,US,147.0,47.51
2020-05-02,91502,FI,8.0,1.58
2020-03-27,19115,DK,1.0,0.25
2020-05-02,794235,SO,3.0,0.02
2020-04-20,19115,HU,23.0,5.04
2020-03-30,94578,SK,7.0,0.2
2020-04-27,159253,DE,21.0,7.92
2020-04-26,791763,US,42.0,34.87
2020-03-28,95842,US,122.0,284.4
2020-05-04,19115,CH,1.0,4.21
2020-03-25,19115,IT,33.0,6.91
2020-05-04,22083,UK,7.0,1.19
2020-04-15,786589,BR,262.0,21.03
2020-04-11,803588,RU,191.0,17.53
2020-04-10,788931,MD,112.0,13.16
2020-05-02,803170,RU,82.0,53.34
2020-04-16,160483,TW,18.0,19.06
2020-04-24,790437,RU,2.0,0.33
2020-05-10,93687,NZ,7.0,13.27
2020-04-19,92368,HK,0.0,2.78
2020-04-12,786565,AU,1.0,0.8
2020-04-20,19115,FR,10.0,2.12
2020-05-12,794235,DZ,40.0,0.2
2020-04-11,93761,NZ,0.0,0.06
2020-04-10,91461,FI,0.0,0.15
2020-04-24,95525,UK,35.0,49.58
2020-04-23,794235,GA,3.0,0.02
2020-04-08,789528,RO,2.0,0.11
2020-03-28,91391,DK,3.0,0.33
2020-05-04,19115,AT,1.0,0.21
2020-04-19,793773,AL,0.0,0.01
2020-04-21,19115,IS,1.0,0.15
2020-04-11,790653,SK,2.0,0.2
2020-04-04,93806,PL,78.0,25.22
2020-05-07,161271,UA,87.0,6.99
2020-03-24,19115,HR,11.0,2.0
2020-04-08,90348,CH,14.0,22.89
2020-04-07,789191,PH,26.0,0.78
2020-03-30,788761,KZ,44.0,1.37
2020-05-17,791522,UK,59.0,22.33
2020-04-19,22083,SA,3.0,0.66
2020-04-23,19115,TW,3.0,2.1
2020-05-07,19115,RU,954.0,258.57
2020-04-12,788109,IL,34.0,2.73
2020-05-05,792410,AM,86.0,1.7
2020-05-14,90619,UN,0.0,0.07
2020-04-29,792410,PY,76.0,1.5
2020-03-29,792044,US,11.0,0.17
2020-04-28,794235,NI,6.0,0.02
2020-04-30,788839,LV,79.0,15.29
2020-04-08,94530,SK,8.0,1.56
2020-05-02,19115,BE,6.0,1.0
2020-04-19,793773,LY,0.0,0.06
2020-04-25,19115,US,61.0,117.21
2020-03-25,96175,RS,1.0,0.04
2020-03-22,160845,RU,846.0,102.72
2020-05-05,786714,BY,443.0,42.97
2020-03-23,90619,AT,16.0,15.55
2020-04-23,794235,EG,6.0,0.03
2020-04-28,794235,MA,11.0,0.05
2020-03-27,161569,US,23.0,10.73
2020-04-18,793773,LK,0.0,0.01
2020-04-04,790575,SE,3.0,0.3
2020-04-08,19115,HK,3.0,1.17
2020-04-11,91872,FR,22.0,13.01
2020-04-24,19115,UA,104.0,20.77
2020-05-09,794235,BA,4.0,0.02
2020-03-29,788408,IT,53.0,4.59
2020-04-26,22083,DE,11.0,19.63
2020-05-03,92708,JP,35.0,65.57
2020-03-22,158583,JP,15.0,7.5
2020-04-22,19115,UK,2.0,0.63
2020-04-19,793773,BD,0.0,0.2
2020-05-06,94342,SE,7.0,12.25
2020-04-20,793773,LA,0.0,0.01
2020-04-22,794235,KH,5.0,0.02
2020-04-22,793773,PK,0.0,0.03
2020-04-26,794235,MK,2.0,0.01
2020-05-09,794235,CO,3.0,0.02
2020-05-17,95659,US,56.0,79.67
2020-05-07,803115,DE,5.0,2.54
2020-04-08,19115,IE,6.0,1.8
2020-05-05,160483,KR,79.0,70.23
2020-05-02,94157,QA,2.0,4.08
2020-05-14,787112,CL,5.0,0.55
2020-04-25,790709,TW,1.0,0.4
2020-04-30,786429,AT,62.0,37.31
2020-05-05,93399,NL,41.0,45.95
2020-05-16,786972,CH,32.0,31.05
2020-04-19,787935,GE,4.0,0.28
2020-04-20,794235,YE,5.0,0.02
2020-05-02,787274,DE,60.0,28.31
2020-05-17,93101,KR,5.0,0.77
2020-03-27,90619,DE,130.0,179.88
2020-05-01,791631,US,206.0,177.55
2020-04-16,791179,UA,21.0,12.27
2020-05-01,89917,AU,12.0,30.35
2020-05-10,22083,FR,9.0,6.79
2020-04-05,791872,US,26.0,36.62
2020-03-29,786843,BY,249.0,8.64
2020-05-17,794235,VE,60.0,0.48
2020-05-07,19115,RO,11.0,1.49
2020-05-03,19115,CZ,5.0,1.04
2020-05-03,786995,CH,23.0,23.07
2020-04-24,792410,UZ,222.0,3.76
2020-04-19,792342,UZ,0.0,3.04
2020-04-01,792192,UZ,602.0,15.15
2020-04-10,788709,KZ,34.0,7.05
2020-03-27,161666,PL,9.0,0.72
2020-05-11,794235,JO,4.0,0.02
2020-03-23,160483,JP,17.0,9.35
2020-03-25,19115,KR,12.0,12.48
2020-03-24,791913,US,0.0,8.2641
2020-05-01,794235,RS,3.0,0.02
2020-04-17,787481,DE,169.0,68.61
2020-05-03,22083,TW,1.0,2.93
2020-04-19,22083,RU,510.0,266.75
2020-03-29,788477,JP,4.0,1.12
2020-05-11,22083,CA,6.0,9.34
2020-05-01,159854,UK,9.0,2.42
2020-05-16,90619,DK,2.0,0.6
2020-05-03,19115,NO,2.0,0.45
2020-05-04,794235,SV,5.0,0.02
2020-05-07,792410,PH,31.0,0.64
2020-05-18,19115,FI,3.0,0.42
2020-03-23,786627,BR,607.0,47.24
2020-04-18,790778,UA,334.0,32.31
2020-04-27,94692,UA,143.0,41.71
2020-05-18,789292,PL,139.0,33.32
2020-05-17,19115,ES,7.0,0.82
2020-04-19,793773,MM,0.0,0.11
2020-05-05,22083,US,11.0,38.1
2020-03-23,788563,KR,4.0,0.76
2020-05-16,787225,DE,51.0,23.81
2020-05-08,791542,UK,48.0,20.07
2020-03-30,96175,GE,2.0,0.06
2020-04-29,791872,US,1.0,0.78
2020-05-14,95040,UA,244.0,58.65
2020-04-24,791179,UA,47.0,17.84
2020-04-03,786955,CA,8.0,1.44
2020-04-02,789587,RO,27.0,0.81
2020-04-21,792410,AR,103.0,1.58
2020-04-22,792342,AR,0.0,0.09
2020-03-23,161666,PH,227.0,18.32
2020-04-09,787274,DE,106.0,58.28
2020-04-11,787935,GE,235.0,16.69
2020-04-08,791631,US,89.0,76.39
2020-05-06,90619,DE,17.0,10.45
2020-03-22,93101,KR,5.0,0.66
2020-05-18,160483,JP,5.0,5.34
2020-04-18,788709,KZ,9.0,1.5
2020-05-13,794235,ML,3.0,0.02
2020-05-03,90375,CH,7.0,17.03
2020-05-15,788127,IN,1.0,0.02
2020-03-24,19115,CZ,38.0,6.78
2020-04-25,794235,MM,22.0,0.12
2020-03-28,19115,RO,10.0,1.35
2020-04-27,792410,VN,354.0,8.33
2020-05-16,794235,SR,6.0,0.04
2020-04-08,159854,UK,4.0,1.86
2020-05-12,794235,BG,2.0,0.01
2020-05-13,794235,LB,109.0,0.82
2020-05-02,789909,RU,223.0,32.17
2020-04-12,788454,JP,1.0,0.24
2020-04-05,93546,NL,1.0,0.71
2020-04-25,787481,DE,1.0,0.61
2020-05-04,790592,SK,1.0,0.58
2020-04-03,803287,BE,2.0,1.35
2020-05-07,90039,BE,7.0,5.83
2020-05-04,19115,KR,3.0,4.25
2020-04-03,789016,NO,2.0,0.38
2020-03-28,161666,HU,1.0,0.06
2020-03-29,790629,SK,38.0,2.59
2020-03-22,19115,ES,20.0,2.07
2020-03-26,22083,US,0.0,0.24
2020-04-10,790778,UA,322.0,34.89
2020-05-04,788298,IT,191.0,28.91
2020-05-18,792410,CG,7.0,0.14
2020-04-03,94692,UA,153.0,53.58
2020-03-24,19115,NO,1.0,0.27
2020-03-21,90619,DK,2.0,1.07
2020-03-23,19115,FI,2.0,0.41
2020-04-05,803287,CA,5.0,4.02
2020-05-11,19115,SE,3.0,0.38
2020-04-22,794235,LA,5.0,0.02
2020-05-01,19115,HK,1.0,0.27
2020-04-16,19115,UA,50.0,6.65
2020-05-06,161569,US,8.0,8.97
2020-04-25,794235,BD,49.0,0.26
2020-04-20,794235,PK,47.0,0.22
2020-03-26,788001,GE,3.0,0.06
2020-05-18,90619,AT,5.0,3.02
2020-04-20,793773,KH,0.0,0.02
2020-04-27,794235,EC,4.0,0.02
2020-05-10,794235,KG,7.0,0.04
2020-03-24,92708,JP,0.0,2.97
2020-04-07,787262,DE,32.0,18.01
2020-05-14,794235,MD,6.0,0.03
2020-03-26,791401,UA,83.0,3.36
2020-04-15,788583,KR,1.0,0.28
2020-04-26,92551,IE,2.0,3.37
2020-04-27,792410,TR,83.0,2.1
2020-04-17,803393,UA,2.0,0.45
2020-03-22,95659,US,2.0,0.67
2020-04-22,22083,IT,9.0,2.01
2020-04-14,19115,UK,6.0,4.79
2020-05-11,794235,BO,8.0,0.04
2020-04-04,92356,HK,3.0,17.42
2020-04-17,94033,UN,0.0,0.53
2020-04-07,786429,AT,52.0,18.23
2020-04-27,22083,UNKNOWN,0.0,15.95
2020-03-27,791300,UA,213.0,9.08
2020-04-17,790709,TW,1.0,0.4
2020-03-27,787847,FR,76.0,8.02
2020-05-01,19115,IE,6.0,1.89
2020-03-30,788894,LV,9.0,0.54
2020-03-22,96175,RO,2.0,0.01
2020-04-09,94157,QA,1.0,0.15
2020-04-05,91425,FI,6.0,7.12
2020-03-26,160483,KR,48.0,35.54
2020-03-26,789100,PH,517.0,75.09
2020-04-16,95525,UK,14.0,20.48
2020-04-18,91461,FI,10.0,6.99
2020-05-01,794235,TN,19.0,0.1
2020-05-15,792410,MX,26.0,0.56
2020-04-12,19115,FR,8.0,3.6
2020-04-20,786565,AU,1.0,0.4
2020-04-19,93761,NZ,0.0,0.04
2020-05-03,19115,HR,3.0,0.11
2020-04-09,788019,GE,29.0,0.87
2020-03-25,96175,UZ,50.0,0.65
2020-05-14,19115,QA,1.0,0.19
2020-04-28,93806,PL,147.0,74.46
2020-04-09,787907,UK,1.0,0.19
2020-03-28,161271,UA,214.0,17.55
2020-04-25,794235,LY,9.0,0.06
